text|en-US-AlloyTurboMultilingualNeural|en-US-AndrewMultilingualNeural|en-US-AvaMultilingualNeural|en-US-BrandonMultilingualNeural|en-US-BrianMultilingualNeural|en-US-ChristopherMultilingualNeural|en-US-CoraMultilingualNeural|en-US-DavisMultilingualNeural|label
Are you going to the movies tonight or tomorrow?|011_Are_you_going_to_the_movies_tonight_or_tomorrow.wav|011_Are_you_going_to_the_movies_tonight_or_tomorrow.wav|011_Are_you_going_to_the_movies_tonight_or_tomorrow.wav|011_Are_you_going_to_the_movies_tonight_or_tomorrow.wav|011_Are_you_going_to_the_movies_tonight_or_tomorrow.wav|011_Are_you_going_to_the_movies_tonight_or_tomorrow.wav|011_Are_you_going_to_the_movies_tonight_or_tomorrow.wav|011_Are_you_going_to_the_movies_tonight_or_tomorrow.wav|0
I need a new backpack because this one is falling apart.|012_I_need_a_new_backpack_because_this_one_is_falling_apart.wav|012_I_need_a_new_backpack_because_this_one_is_falling_apart.wav|012_I_need_a_new_backpack_because_this_one_is_falling_apart.wav|012_I_need_a_new_backpack_because_this_one_is_falling_apart.wav|012_I_need_a_new_backpack_because_this_one_is_falling_apart.wav|012_I_need_a_new_backpack_because_this_one_is_falling_apart.wav|012_I_need_a_new_backpack_because_this_one_is_falling_apart.wav|012_I_need_a_new_backpack_because_this_one_is_falling_apart.wav|0
Can you help me with this puzzle? I’m totally stuck.|013_Can_you_help_me_with_this_puzzle_Im_totally_stuck.wav|013_Can_you_help_me_with_this_puzzle_Im_totally_stuck.wav|013_Can_you_help_me_with_this_puzzle_Im_totally_stuck.wav|013_Can_you_help_me_with_this_puzzle_Im_totally_stuck.wav|013_Can_you_help_me_with_this_puzzle_Im_totally_stuck.wav|013_Can_you_help_me_with_this_puzzle_Im_totally_stuck.wav|013_Can_you_help_me_with_this_puzzle_Im_totally_stuck.wav|013_Can_you_help_me_with_this_puzzle_Im_totally_stuck.wav|0
The weather is amazing today; we should go for a walk.|014_The_weather_is_amazing_today_we_should_go_for_a_walk.wav|014_The_weather_is_amazing_today_we_should_go_for_a_walk.wav|014_The_weather_is_amazing_today_we_should_go_for_a_walk.wav|014_The_weather_is_amazing_today_we_should_go_for_a_walk.wav|014_The_weather_is_amazing_today_we_should_go_for_a_walk.wav|014_The_weather_is_amazing_today_we_should_go_for_a_walk.wav|014_The_weather_is_amazing_today_we_should_go_for_a_walk.wav|014_The_weather_is_amazing_today_we_should_go_for_a_walk.wav|0
I can’t find my keys anywhere; I checked the living room.|015_I_cant_find_my_keys_anywhere_I_checked_the_living_room.wav|015_I_cant_find_my_keys_anywhere_I_checked_the_living_room.wav|015_I_cant_find_my_keys_anywhere_I_checked_the_living_room.wav|015_I_cant_find_my_keys_anywhere_I_checked_the_living_room.wav|015_I_cant_find_my_keys_anywhere_I_checked_the_living_room.wav|015_I_cant_find_my_keys_anywhere_I_checked_the_living_room.wav|015_I_cant_find_my_keys_anywhere_I_checked_the_living_room.wav|015_I_cant_find_my_keys_anywhere_I_checked_the_living_room.wav|0
Let’s plan a trip this weekend to the hills or the beach.|016_Lets_plan_a_trip_this_weekend_to_the_hills_or_the_beach.wav|016_Lets_plan_a_trip_this_weekend_to_the_hills_or_the_beach.wav|016_Lets_plan_a_trip_this_weekend_to_the_hills_or_the_beach.wav|016_Lets_plan_a_trip_this_weekend_to_the_hills_or_the_beach.wav|016_Lets_plan_a_trip_this_weekend_to_the_hills_or_the_beach.wav|016_Lets_plan_a_trip_this_weekend_to_the_hills_or_the_beach.wav|016_Lets_plan_a_trip_this_weekend_to_the_hills_or_the_beach.wav|016_Lets_plan_a_trip_this_weekend_to_the_hills_or_the_beach.wav|0
Did you watch the latest episode of that series?|017_Did_you_watch_the_latest_episode_of_that_series.wav|017_Did_you_watch_the_latest_episode_of_that_series.wav|017_Did_you_watch_the_latest_episode_of_that_series.wav|017_Did_you_watch_the_latest_episode_of_that_series.wav|017_Did_you_watch_the_latest_episode_of_that_series.wav|017_Did_you_watch_the_latest_episode_of_that_series.wav|017_Did_you_watch_the_latest_episode_of_that_series.wav|017_Did_you_watch_the_latest_episode_of_that_series.wav|0
Pass me the remote, please; I want to watch the game.|018_Pass_me_the_remote_please_I_want_to_watch_the_game.wav|018_Pass_me_the_remote_please_I_want_to_watch_the_game.wav|018_Pass_me_the_remote_please_I_want_to_watch_the_game.wav|018_Pass_me_the_remote_please_I_want_to_watch_the_game.wav|018_Pass_me_the_remote_please_I_want_to_watch_the_game.wav|018_Pass_me_the_remote_please_I_want_to_watch_the_game.wav|018_Pass_me_the_remote_please_I_want_to_watch_the_game.wav|018_Pass_me_the_remote_please_I_want_to_watch_the_game.wav|0
I’m so tired from work today, I just want to nap.|019_Im_so_tired_from_work_today_I_just_want_to_nap.wav|019_Im_so_tired_from_work_today_I_just_want_to_nap.wav|019_Im_so_tired_from_work_today_I_just_want_to_nap.wav|019_Im_so_tired_from_work_today_I_just_want_to_nap.wav|019_Im_so_tired_from_work_today_I_just_want_to_nap.wav|019_Im_so_tired_from_work_today_I_just_want_to_nap.wav|019_Im_so_tired_from_work_today_I_just_want_to_nap.wav|019_Im_so_tired_from_work_today_I_just_want_to_nap.wav|0
Remember to water the plants before leaving.|020_Remember_to_water_the_plants_before_leaving.wav|020_Remember_to_water_the_plants_before_leaving.wav|020_Remember_to_water_the_plants_before_leaving.wav|020_Remember_to_water_the_plants_before_leaving.wav|020_Remember_to_water_the_plants_before_leaving.wav|020_Remember_to_water_the_plants_before_leaving.wav|020_Remember_to_water_the_plants_before_leaving.wav|020_Remember_to_water_the_plants_before_leaving.wav|0
Why does my phone battery drain so fast all of a sudden?|021_Why_does_my_phone_battery_drain_so_fast_all_of_a_sudden.wav|021_Why_does_my_phone_battery_drain_so_fast_all_of_a_sudden.wav|021_Why_does_my_phone_battery_drain_so_fast_all_of_a_sudden.wav|021_Why_does_my_phone_battery_drain_so_fast_all_of_a_sudden.wav|021_Why_does_my_phone_battery_drain_so_fast_all_of_a_sudden.wav|021_Why_does_my_phone_battery_drain_so_fast_all_of_a_sudden.wav|021_Why_does_my_phone_battery_drain_so_fast_all_of_a_sudden.wav|021_Why_does_my_phone_battery_drain_so_fast_all_of_a_sudden.wav|0
I need to buy groceries for the week.|022_I_need_to_buy_groceries_for_the_week.wav|022_I_need_to_buy_groceries_for_the_week.wav|022_I_need_to_buy_groceries_for_the_week.wav|022_I_need_to_buy_groceries_for_the_week.wav|022_I_need_to_buy_groceries_for_the_week.wav|022_I_need_to_buy_groceries_for_the_week.wav|022_I_need_to_buy_groceries_for_the_week.wav|022_I_need_to_buy_groceries_for_the_week.wav|0
The coffee machine broke down again this morning.|023_The_coffee_machine_broke_down_again_this_morning.wav|023_The_coffee_machine_broke_down_again_this_morning.wav|023_The_coffee_machine_broke_down_again_this_morning.wav|023_The_coffee_machine_broke_down_again_this_morning.wav|023_The_coffee_machine_broke_down_again_this_morning.wav|023_The_coffee_machine_broke_down_again_this_morning.wav|023_The_coffee_machine_broke_down_again_this_morning.wav|023_The_coffee_machine_broke_down_again_this_morning.wav|0
Do you want to join us for a picnic on Sunday?|024_Do_you_want_to_join_us_for_a_picnic_on_Sunday.wav|024_Do_you_want_to_join_us_for_a_picnic_on_Sunday.wav|024_Do_you_want_to_join_us_for_a_picnic_on_Sunday.wav|024_Do_you_want_to_join_us_for_a_picnic_on_Sunday.wav|024_Do_you_want_to_join_us_for_a_picnic_on_Sunday.wav|024_Do_you_want_to_join_us_for_a_picnic_on_Sunday.wav|024_Do_you_want_to_join_us_for_a_picnic_on_Sunday.wav|024_Do_you_want_to_join_us_for_a_picnic_on_Sunday.wav|0
I think we should start a new hobby together.|025_I_think_we_should_start_a_new_hobby_together.wav|025_I_think_we_should_start_a_new_hobby_together.wav|025_I_think_we_should_start_a_new_hobby_together.wav|025_I_think_we_should_start_a_new_hobby_together.wav|025_I_think_we_should_start_a_new_hobby_together.wav|025_I_think_we_should_start_a_new_hobby_together.wav|025_I_think_we_should_start_a_new_hobby_together.wav|025_I_think_we_should_start_a_new_hobby_together.wav|0
I left my jacket at your place yesterday.|026_I_left_my_jacket_at_your_place_yesterday.wav|026_I_left_my_jacket_at_your_place_yesterday.wav|026_I_left_my_jacket_at_your_place_yesterday.wav|026_I_left_my_jacket_at_your_place_yesterday.wav|026_I_left_my_jacket_at_your_place_yesterday.wav|026_I_left_my_jacket_at_your_place_yesterday.wav|026_I_left_my_jacket_at_your_place_yesterday.wav|026_I_left_my_jacket_at_your_place_yesterday.wav|0
Can you believe the traffic today? It was insane.|027_Can_you_believe_the_traffic_today_It_was_insane.wav|027_Can_you_believe_the_traffic_today_It_was_insane.wav|027_Can_you_believe_the_traffic_today_It_was_insane.wav|027_Can_you_believe_the_traffic_today_It_was_insane.wav|027_Can_you_believe_the_traffic_today_It_was_insane.wav|027_Can_you_believe_the_traffic_today_It_was_insane.wav|027_Can_you_believe_the_traffic_today_It_was_insane.wav|027_Can_you_believe_the_traffic_today_It_was_insane.wav|0
I’m craving pizza, but we don’t have any at home.|028_Im_craving_pizza_but_we_dont_have_any_at_home.wav|028_Im_craving_pizza_but_we_dont_have_any_at_home.wav|028_Im_craving_pizza_but_we_dont_have_any_at_home.wav|028_Im_craving_pizza_but_we_dont_have_any_at_home.wav|028_Im_craving_pizza_but_we_dont_have_any_at_home.wav|028_Im_craving_pizza_but_we_dont_have_any_at_home.wav|028_Im_craving_pizza_but_we_dont_have_any_at_home.wav|028_Im_craving_pizza_but_we_dont_have_any_at_home.wav|0
The cat knocked over the vase, and I have to clean it up.|029_The_cat_knocked_over_the_vase_and_I_have_to_clean_it_up.wav|029_The_cat_knocked_over_the_vase_and_I_have_to_clean_it_up.wav|029_The_cat_knocked_over_the_vase_and_I_have_to_clean_it_up.wav|029_The_cat_knocked_over_the_vase_and_I_have_to_clean_it_up.wav|029_The_cat_knocked_over_the_vase_and_I_have_to_clean_it_up.wav|029_The_cat_knocked_over_the_vase_and_I_have_to_clean_it_up.wav|029_The_cat_knocked_over_the_vase_and_I_have_to_clean_it_up.wav|029_The_cat_knocked_over_the_vase_and_I_have_to_clean_it_up.wav|0
I saw the funniest video online; you have to watch it.|030_I_saw_the_funniest_video_online_you_have_to_watch_it.wav|030_I_saw_the_funniest_video_online_you_have_to_watch_it.wav|030_I_saw_the_funniest_video_online_you_have_to_watch_it.wav|030_I_saw_the_funniest_video_online_you_have_to_watch_it.wav|030_I_saw_the_funniest_video_online_you_have_to_watch_it.wav|030_I_saw_the_funniest_video_online_you_have_to_watch_it.wav|030_I_saw_the_funniest_video_online_you_have_to_watch_it.wav|030_I_saw_the_funniest_video_online_you_have_to_watch_it.wav|0
Did you finish that project or still working on it?|031_Did_you_finish_that_project_or_still_working_on_it.wav|031_Did_you_finish_that_project_or_still_working_on_it.wav|031_Did_you_finish_that_project_or_still_working_on_it.wav|031_Did_you_finish_that_project_or_still_working_on_it.wav|031_Did_you_finish_that_project_or_still_working_on_it.wav|031_Did_you_finish_that_project_or_still_working_on_it.wav|031_Did_you_finish_that_project_or_still_working_on_it.wav|031_Did_you_finish_that_project_or_still_working_on_it.wav|0
I can’t decide which movie to watch tonight.|032_I_cant_decide_which_movie_to_watch_tonight.wav|032_I_cant_decide_which_movie_to_watch_tonight.wav|032_I_cant_decide_which_movie_to_watch_tonight.wav|032_I_cant_decide_which_movie_to_watch_tonight.wav|032_I_cant_decide_which_movie_to_watch_tonight.wav|032_I_cant_decide_which_movie_to_watch_tonight.wav|032_I_cant_decide_which_movie_to_watch_tonight.wav|032_I_cant_decide_which_movie_to_watch_tonight.wav|0
Pass me the notebook; I forgot mine.|033_Pass_me_the_notebook_I_forgot_mine.wav|033_Pass_me_the_notebook_I_forgot_mine.wav|033_Pass_me_the_notebook_I_forgot_mine.wav|033_Pass_me_the_notebook_I_forgot_mine.wav|033_Pass_me_the_notebook_I_forgot_mine.wav|033_Pass_me_the_notebook_I_forgot_mine.wav|033_Pass_me_the_notebook_I_forgot_mine.wav|033_Pass_me_the_notebook_I_forgot_mine.wav|0
The weather turned really cold today, didn’t it?|034_The_weather_turned_really_cold_today_didnt_it.wav|034_The_weather_turned_really_cold_today_didnt_it.wav|034_The_weather_turned_really_cold_today_didnt_it.wav|034_The_weather_turned_really_cold_today_didnt_it.wav|034_The_weather_turned_really_cold_today_didnt_it.wav|034_The_weather_turned_really_cold_today_didnt_it.wav|034_The_weather_turned_really_cold_today_didnt_it.wav|034_The_weather_turned_really_cold_today_didnt_it.wav|0
I was thinking we could try baking a cake together.|035_I_was_thinking_we_could_try_baking_a_cake_together.wav|035_I_was_thinking_we_could_try_baking_a_cake_together.wav|035_I_was_thinking_we_could_try_baking_a_cake_together.wav|035_I_was_thinking_we_could_try_baking_a_cake_together.wav|035_I_was_thinking_we_could_try_baking_a_cake_together.wav|035_I_was_thinking_we_could_try_baking_a_cake_together.wav|035_I_was_thinking_we_could_try_baking_a_cake_together.wav|035_I_was_thinking_we_could_try_baking_a_cake_together.wav|0
Did you see that hilarious meme on social media?|036_Did_you_see_that_hilarious_meme_on_social_media.wav|036_Did_you_see_that_hilarious_meme_on_social_media.wav|036_Did_you_see_that_hilarious_meme_on_social_media.wav|036_Did_you_see_that_hilarious_meme_on_social_media.wav|036_Did_you_see_that_hilarious_meme_on_social_media.wav|036_Did_you_see_that_hilarious_meme_on_social_media.wav|036_Did_you_see_that_hilarious_meme_on_social_media.wav|036_Did_you_see_that_hilarious_meme_on_social_media.wav|0
I need to charge my laptop before the meeting.|037_I_need_to_charge_my_laptop_before_the_meeting.wav|037_I_need_to_charge_my_laptop_before_the_meeting.wav|037_I_need_to_charge_my_laptop_before_the_meeting.wav|037_I_need_to_charge_my_laptop_before_the_meeting.wav|037_I_need_to_charge_my_laptop_before_the_meeting.wav|037_I_need_to_charge_my_laptop_before_the_meeting.wav|037_I_need_to_charge_my_laptop_before_the_meeting.wav|037_I_need_to_charge_my_laptop_before_the_meeting.wav|0
Let’s meet at the park around 5 pm.|038_Lets_meet_at_the_park_around_5_pm.wav|038_Lets_meet_at_the_park_around_5_pm.wav|038_Lets_meet_at_the_park_around_5_pm.wav|038_Lets_meet_at_the_park_around_5_pm.wav|038_Lets_meet_at_the_park_around_5_pm.wav|038_Lets_meet_at_the_park_around_5_pm.wav|038_Lets_meet_at_the_park_around_5_pm.wav|038_Lets_meet_at_the_park_around_5_pm.wav|0
I accidentally spilled coffee on my shirt this morning.|039_I_accidentally_spilled_coffee_on_my_shirt_this_morning.wav|039_I_accidentally_spilled_coffee_on_my_shirt_this_morning.wav|039_I_accidentally_spilled_coffee_on_my_shirt_this_morning.wav|039_I_accidentally_spilled_coffee_on_my_shirt_this_morning.wav|039_I_accidentally_spilled_coffee_on_my_shirt_this_morning.wav|039_I_accidentally_spilled_coffee_on_my_shirt_this_morning.wav|039_I_accidentally_spilled_coffee_on_my_shirt_this_morning.wav|039_I_accidentally_spilled_coffee_on_my_shirt_this_morning.wav|0
Can you help me carry these bags upstairs?|040_Can_you_help_me_carry_these_bags_upstairs.wav|040_Can_you_help_me_carry_these_bags_upstairs.wav|040_Can_you_help_me_carry_these_bags_upstairs.wav|040_Can_you_help_me_carry_these_bags_upstairs.wav|040_Can_you_help_me_carry_these_bags_upstairs.wav|040_Can_you_help_me_carry_these_bags_upstairs.wav|040_Can_you_help_me_carry_these_bags_upstairs.wav|040_Can_you_help_me_carry_these_bags_upstairs.wav|0
I bought a new pair of shoes, they’re really comfortable.|041_I_bought_a_new_pair_of_shoes_theyre_really_comfortable.wav|041_I_bought_a_new_pair_of_shoes_theyre_really_comfortable.wav|041_I_bought_a_new_pair_of_shoes_theyre_really_comfortable.wav|041_I_bought_a_new_pair_of_shoes_theyre_really_comfortable.wav|041_I_bought_a_new_pair_of_shoes_theyre_really_comfortable.wav|041_I_bought_a_new_pair_of_shoes_theyre_really_comfortable.wav|041_I_bought_a_new_pair_of_shoes_theyre_really_comfortable.wav|041_I_bought_a_new_pair_of_shoes_theyre_really_comfortable.wav|0
The bus was so crowded today, it took forever.|042_The_bus_was_so_crowded_today_it_took_forever.wav|042_The_bus_was_so_crowded_today_it_took_forever.wav|042_The_bus_was_so_crowded_today_it_took_forever.wav|042_The_bus_was_so_crowded_today_it_took_forever.wav|042_The_bus_was_so_crowded_today_it_took_forever.wav|042_The_bus_was_so_crowded_today_it_took_forever.wav|042_The_bus_was_so_crowded_today_it_took_forever.wav|042_The_bus_was_so_crowded_today_it_took_forever.wav|0
I forgot to reply to her message yesterday.|043_I_forgot_to_reply_to_her_message_yesterday.wav|043_I_forgot_to_reply_to_her_message_yesterday.wav|043_I_forgot_to_reply_to_her_message_yesterday.wav|043_I_forgot_to_reply_to_her_message_yesterday.wav|043_I_forgot_to_reply_to_her_message_yesterday.wav|043_I_forgot_to_reply_to_her_message_yesterday.wav|043_I_forgot_to_reply_to_her_message_yesterday.wav|043_I_forgot_to_reply_to_her_message_yesterday.wav|0
Do you want to grab lunch at that new café?|044_Do_you_want_to_grab_lunch_at_that_new_caf.wav|044_Do_you_want_to_grab_lunch_at_that_new_caf.wav|044_Do_you_want_to_grab_lunch_at_that_new_caf.wav|044_Do_you_want_to_grab_lunch_at_that_new_caf.wav|044_Do_you_want_to_grab_lunch_at_that_new_caf.wav|044_Do_you_want_to_grab_lunch_at_that_new_caf.wav|044_Do_you_want_to_grab_lunch_at_that_new_caf.wav|044_Do_you_want_to_grab_lunch_at_that_new_caf.wav|0
I think my phone screen cracked somehow.|045_I_think_my_phone_screen_cracked_somehow.wav|045_I_think_my_phone_screen_cracked_somehow.wav|045_I_think_my_phone_screen_cracked_somehow.wav|045_I_think_my_phone_screen_cracked_somehow.wav|045_I_think_my_phone_screen_cracked_somehow.wav|045_I_think_my_phone_screen_cracked_somehow.wav|045_I_think_my_phone_screen_cracked_somehow.wav|045_I_think_my_phone_screen_cracked_somehow.wav|0
The traffic jam made me late for work again.|046_The_traffic_jam_made_me_late_for_work_again.wav|046_The_traffic_jam_made_me_late_for_work_again.wav|046_The_traffic_jam_made_me_late_for_work_again.wav|046_The_traffic_jam_made_me_late_for_work_again.wav|046_The_traffic_jam_made_me_late_for_work_again.wav|046_The_traffic_jam_made_me_late_for_work_again.wav|046_The_traffic_jam_made_me_late_for_work_again.wav|046_The_traffic_jam_made_me_late_for_work_again.wav|0
I’m trying to figure out how to fix my printer.|047_Im_trying_to_figure_out_how_to_fix_my_printer.wav|047_Im_trying_to_figure_out_how_to_fix_my_printer.wav|047_Im_trying_to_figure_out_how_to_fix_my_printer.wav|047_Im_trying_to_figure_out_how_to_fix_my_printer.wav|047_Im_trying_to_figure_out_how_to_fix_my_printer.wav|047_Im_trying_to_figure_out_how_to_fix_my_printer.wav|047_Im_trying_to_figure_out_how_to_fix_my_printer.wav|047_Im_trying_to_figure_out_how_to_fix_my_printer.wav|0
Let’s play board games after dinner tonight.|048_Lets_play_board_games_after_dinner_tonight.wav|048_Lets_play_board_games_after_dinner_tonight.wav|048_Lets_play_board_games_after_dinner_tonight.wav|048_Lets_play_board_games_after_dinner_tonight.wav|048_Lets_play_board_games_after_dinner_tonight.wav|048_Lets_play_board_games_after_dinner_tonight.wav|048_Lets_play_board_games_after_dinner_tonight.wav|048_Lets_play_board_games_after_dinner_tonight.wav|0
I saw a really cute dog while walking to school.|049_I_saw_a_really_cute_dog_while_walking_to_school.wav|049_I_saw_a_really_cute_dog_while_walking_to_school.wav|049_I_saw_a_really_cute_dog_while_walking_to_school.wav|049_I_saw_a_really_cute_dog_while_walking_to_school.wav|049_I_saw_a_really_cute_dog_while_walking_to_school.wav|049_I_saw_a_really_cute_dog_while_walking_to_school.wav|049_I_saw_a_really_cute_dog_while_walking_to_school.wav|049_I_saw_a_really_cute_dog_while_walking_to_school.wav|0
I need to clean my room; it’s a total mess.|050_I_need_to_clean_my_room_its_a_total_mess.wav|050_I_need_to_clean_my_room_its_a_total_mess.wav|050_I_need_to_clean_my_room_its_a_total_mess.wav|050_I_need_to_clean_my_room_its_a_total_mess.wav|050_I_need_to_clean_my_room_its_a_total_mess.wav|050_I_need_to_clean_my_room_its_a_total_mess.wav|050_I_need_to_clean_my_room_its_a_total_mess.wav|050_I_need_to_clean_my_room_its_a_total_mess.wav|0
Did you hear the news about the festival next week?|051_Did_you_hear_the_news_about_the_festival_next_week.wav|051_Did_you_hear_the_news_about_the_festival_next_week.wav|051_Did_you_hear_the_news_about_the_festival_next_week.wav|051_Did_you_hear_the_news_about_the_festival_next_week.wav|051_Did_you_hear_the_news_about_the_festival_next_week.wav|051_Did_you_hear_the_news_about_the_festival_next_week.wav|051_Did_you_hear_the_news_about_the_festival_next_week.wav|051_Did_you_hear_the_news_about_the_festival_next_week.wav|0
I’m craving ice cream; want to join me?|052_Im_craving_ice_cream_want_to_join_me.wav|052_Im_craving_ice_cream_want_to_join_me.wav|052_Im_craving_ice_cream_want_to_join_me.wav|052_Im_craving_ice_cream_want_to_join_me.wav|052_Im_craving_ice_cream_want_to_join_me.wav|052_Im_craving_ice_cream_want_to_join_me.wav|052_Im_craving_ice_cream_want_to_join_me.wav|052_Im_craving_ice_cream_want_to_join_me.wav|0
The light bulb in the kitchen burned out.|053_The_light_bulb_in_the_kitchen_burned_out.wav|053_The_light_bulb_in_the_kitchen_burned_out.wav|053_The_light_bulb_in_the_kitchen_burned_out.wav|053_The_light_bulb_in_the_kitchen_burned_out.wav|053_The_light_bulb_in_the_kitchen_burned_out.wav|053_The_light_bulb_in_the_kitchen_burned_out.wav|053_The_light_bulb_in_the_kitchen_burned_out.wav|053_The_light_bulb_in_the_kitchen_burned_out.wav|0
I left my umbrella at home; now I’m getting wet.|054_I_left_my_umbrella_at_home_now_Im_getting_wet.wav|054_I_left_my_umbrella_at_home_now_Im_getting_wet.wav|054_I_left_my_umbrella_at_home_now_Im_getting_wet.wav|054_I_left_my_umbrella_at_home_now_Im_getting_wet.wav|054_I_left_my_umbrella_at_home_now_Im_getting_wet.wav|054_I_left_my_umbrella_at_home_now_Im_getting_wet.wav|054_I_left_my_umbrella_at_home_now_Im_getting_wet.wav|054_I_left_my_umbrella_at_home_now_Im_getting_wet.wav|0
Can you teach me that new song on guitar?|055_Can_you_teach_me_that_new_song_on_guitar.wav|055_Can_you_teach_me_that_new_song_on_guitar.wav|055_Can_you_teach_me_that_new_song_on_guitar.wav|055_Can_you_teach_me_that_new_song_on_guitar.wav|055_Can_you_teach_me_that_new_song_on_guitar.wav|055_Can_you_teach_me_that_new_song_on_guitar.wav|055_Can_you_teach_me_that_new_song_on_guitar.wav|055_Can_you_teach_me_that_new_song_on_guitar.wav|0
